"PID","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","score"
"P020",47357771.4656252,36007552.0571439,373738398.491932,325848842.495426,184252010.239709,1538676527.88234,235533421.798664,138418546.345336,648392274.851809,1796104538.84255,1106371723.84463,5134238064.87452,219741165.764053,232301155.515293,497728011.905205,65294797.2875579,44878967.1682603,324588954.187757,39880557.3657526,26279910.5021281,273880268.170193,282754598.025853,222224194.950576,1071806775.26073,19746879.5959118,18700426.5296162,147335621.997956,166355525.560313,36496573.065168,1145590414.36653,316289046.897387,268058813.325479,897787861.016026,67057801.8747333,49612148.5259145,166492788.121846,164676736.142191,315490633.387546,794826091.315933,31271909.3652939,13969149.0615661,181677868.816458,999837257.586995,165487569.963236,8499523040.57711,26731351.2636173,25585985.8223599,98538201.4619263,112143302.255865,116492692.049399,912290092.500629,7265.55841856546,10863.1710363497,1.68340883079419,6.86135525308727,0.827889149708602,4.45938671710852,11.4148523651806,529782.717704411,561473.080236217,10651613.288473,291541.720544498,14.987441284585,35.6970054625739,29.3168270447339,512.190218209665,27.8522649974239,0.0849571454251259,0.112414559765105,0.367700218774192,0.0285235707258614,4.05312693926532,0.271306329769422,1.36620083025887,2.45883285989049,0,238.283389697481,370.267576837995,6699.53352523615,110.192791862736,99138.0579224869,56629.8159728049,299447.64340843,78724.2053031353,1.42521084883536,0.297993997658579,2.01625695777429,0.107826423692909,0.997571504895285,0.293231245153452,0.670139083405622,3.34252778135604,1.31252478582124,0.881923110935233,0.648995573346796,1.18834341963101,1.816878010525,2.38794728770774,0.528794719995884,0.318109339517227,0.932099737081535,2.62998576338156,0.334968490183954,1.02152230689202,0.313514866691371,1.77756611906092,2.01071666771296,0.201016830807482,1.04633151992357,0.0507529012086436,0.242184275633333,0.169329142746404,0.421800665008151,1.4122856834462,0.996915266703101,0.308850625114853,0.391165589573773,0.818889683747075,0.844730624040664,0.294166019779588,0.281617525395694,0.108465553682048,0.0186502179680745,0.648107864365898,0.0958710605702212,128.058579367687,7.91450546367807,-0.00925287483472158,118.231169466612,2413.95025695705,1.08373529996075,45.4607159063452,0.352517362192555,163.605759386608,15.9651448981595,197.721279154775,199.864872795905,5.4042833850467,-3.80078130630999,51.9001063046362,0.347725718111011,46.3087567844964,62.3483644309715,-2.87834106483478,-0.570168536136336,26.8480983048593
"P021",989971468.070967,294974685.23713,11959597345.184,769794431.907969,159444177.977445,9170394977.98496,22419529.0244931,18549238.0909216,56520085.1483725,1306126610.16335,206296421.07381,10846912363.9032,1060601162.12298,329470869.31394,16572807571.8251,783437861.99175,213204095.38795,14759668602.9117,876438412.903955,378403610.256777,7645139698.78719,853149180.63046,291726743.832627,9416417467.46903,274259224.587062,67590124.0798968,1185075211.95747,41945895.3476171,23752510.6023747,335010199.275326,113085876.373982,96321436.5624555,561806974.340963,527852048.960998,90410250.4671133,3947933151.87042,278824364.450356,41895787.8518069,1750179599.69903,28796094.3544919,17891985.980406,88782622.4939703,873290271.060801,140349323.346712,8207130788.54102,195341666.942713,185770184.020361,418570705.907643,222029747.38413,74148024.9756813,692859854.171643,4033.69832275166,21588.4014778589,0.333225471628817,7.949678551658,0.873844917933527,7.54051046831026,7.83768985676108,259100.79854996,188661.741922302,1818673.20276283,200535.593284581,4.70749392323667,66.3486666935401,46.1741584417866,678.153264257726,31.584151744794,0.075074165271116,0.0987357988271496,0.319057803591071,0.0319169990731119,3.61250198648862,-0.161578887551014,1.89887706393321,4.11048102317046,0,196.862794003699,309.413398042582,4281.95930834215,60.0434676950453,75273.8119276248,64722.315560737,828592.068186559,48978.5991127867,1.93166526420393,0.17346619139086,4.33955705079821,1.9548782674098,2.11022209114858,1.08077486228634,1.83777065464739,3.26999262444589,1.28384502812689,1.64621146698272,0.735820768462131,3.17758338526478,1.03116863272946,2.03155406028593,0.384274818058984,1.28856679245709,0.772260318844231,0.922658076588144,1.38335290919904,0.669091516235404,0.689477507454366,1.27388248600235,0.523100375444169,0.262443370245383,1.37794212267125,0.779310502517286,1.12645612113042,0.191529944168796,1.64991922214869,2.44737327017177,0.663797717655259,0.185134704203492,1.60883875525323,1.08643920119383,0.215688177026383,1.66591233816243,0.202797451056709,0.0521109757849806,0.0419899312579652,0.13056398735275,0.0655695462983741,-1.91357361522403,-0.457069059713819,0.00536596284837808,70.5337434823579,550.49548759938,4.43129598966449,29.7026659787506,-1.60114784162558,195.494904869374,5.20127263904488,167.72314630259,147.087749289701,5.64879303367829,-2.27022496193875,79.4981129165673,0.29946740379562,63.4886977299162,59.7706359187685,0.132602928813751,1.17346484266123,11.4357002012199
"P022",45546946.0653978,22267364.9340742,656718635.546966,891311154.53591,192252388.701841,13144519387.0867,649797877.025596,246359170.711931,7615307241.50624,121566237.504031,132600956.707306,440906265.474537,1039004040.42276,401231156.305846,8717322516.8145,1275394091.79156,385435160.334337,9739483793.91713,1117918952.58936,170948766.127055,6358220907.01156,607439808.943806,197410558.957049,9852625786.06556,67734384.053982,27156736.7419276,1137441878.25187,192956159.059181,125527122.891043,4842121429.47789,1079321198.2148,225170878.407656,10031809994.1028,152026622.598463,52445536.741594,1862941699.47852,2639269366.2915,737111004.282629,19919925543.2066,62871106.9833246,50601072.6366485,671059995.672519,459148211.520189,109757028.849075,5299339449.8448,129003766.992097,85759604.1459237,915582366.387939,1542222999.94141,609985764.47815,18218078261.9965,9422.79964566686,9571.84436063316,2.36756810199779,8.57452778432493,0.734089832306126,8.29634564595399,12.7252476452979,853840.450894283,396825.172903831,5424482.59014115,518792.422814065,6.32308078801549,22.0634216113399,6.56362804529562,112.38519449039,11.7489558625966,0.0899108299191373,0.119144907957267,0.275413037254932,0.0172107456348754,5.19858346641744,-0.00427970427727445,0.993274605991045,4.70166158273649,0,199.295214895597,378.250725230978,7262.41034143915,144.86090451568,59629.3985699283,67499.8614631096,464362.476615733,35236.9430433471,1.50252025947809,0.204673711910597,2.7887834402385,0.914255695128121,1.67518553396882,0.238320222734543,0.111856498932776,0.459331590952778,0.0770457886376479,0.166348521693636,0.60964780493561,1.83388103654517,2.39705613898883,0.668410375015025,1.29510866197314,0.382849148711084,0.913808335600944,0.581300918645399,3.58414007730555,2.13205122470687,1.27088767544947,0.32830338499477,1.63017780777733,0.0476467616251574,0.507216274199424,0.02852610078002,0.0924638051893086,0.184371130367504,2.21320197992677,3.35598121633528,1.27977294644779,1.63953673791414,1.54704975892118,0.396055060864243,0.44245750017376,0.0562399082716374,0.848326816866499,0.215207097615439,0.0273199027906765,0.32683070998596,0.145368088559766,-1.87820289337419,0.486069114192908,0.0396891097852269,88.844028460467,890.708529341108,13.1581947264386,19.5427127664379,-1.14857479841124,140.644859179039,8.66105982220026,290.433761941443,101.202627429775,8.93869992058811,5.18655688617952,76.8845319415757,0.442447675143237,58.8029496019182,55.2732839635898,3.88373900429585,-3.06988341973529,6.49547341582927
"P023",303207468.041549,215405024.235956,1200439100.00424,221408056.246012,85250279.1897445,634847427.452136,173372837.540292,76300821.038191,643687156.076742,193962747.006654,279944203.299499,702510377.64906,712932602.383363,377723711.790521,3640148247.37899,419163552.417684,157224280.732558,2255022328.25165,126417418.480474,115797450.547355,370419547.717115,415802245.615159,238695023.566522,2034804081.23471,268707564.351824,87579596.7596369,1414230630.53934,138814292.572162,58113469.2021186,576000033.849765,532250608.005016,118830334.92863,1830750590.53624,333759878.357724,94925085.7409209,1309358966.81575,685349342.14786,491895282.357899,3160049506.56078,391453762.366536,196935735.740482,1857335091.61312,707453165.349809,279341266.237261,10047869261.1461,127710102.027033,63423678.262048,1249181183.9603,371392685.328083,237100333.268419,3414836582.77452,6695.52408477541,7406.72878790513,1.2658092089825,8.62348863709175,0.482758182248738,3.9134020710114,12.2859399572808,627415.393488749,436974.718804406,4944535.51070579,432086.729150888,3.47750186667197,32.2827727160735,14.9581854228366,416.600437356199,50.8948086249957,0.136714145224346,0.119990634692749,0.438806346337012,0.0240335774438638,3.86166565827896,0.0902138690596687,1.28855711397639,3.41374537305145,0,75.6354620715041,265.449623949747,4281.78119535107,74.8423121615182,57858.4845635022,56582.0668168545,480701.005286463,17585.1774678095,1.6138961715724,0.214884707257243,2.41320455414176,0.265205969920137,1.56067304299444,1.37384239053267,0.264029315045159,5.92276102407821,0.242503112476304,0.249336047459287,0.159078433470357,0.165144264255506,2.45137230317295,1.22195924887746,1.1469166842974,0.717675797771491,0.137286128095051,0.330689480501716,0.231782289045419,1.66578157793506,1.16063346981904,0.646392059730283,1.4445114950553,0.16842954910329,2.15617899364909,0.0903331159144429,0.111257493756274,0.0728090607446459,0.208829608639446,1.99324412130752,0.808126998118651,0.488099871173188,0.82316888141973,0.14421092577343,0.0298245485633063,0.981982259063445,0.115954165040092,1.84889691761147,1.04935214072523,4.92596014664789,1.6568526791982,-3.96743179729248,-0.49836779616255,-0.0194963155138967,113.27393915721,3257.99780227988,4.31248012747181,159.533355453735,-8.74105429176656,166.125399140309,7.90406102286885,228.621182960744,209.47768437959,17.446162372737,-6.01721045024947,95.8726884735152,0.309882093836201,55.4493761872605,57.7924502139845,-0.333670645944981,0.18493183881908,16.0716572146589
"P024",200950591.852858,50688857.9258793,3357516092.49668,49310756.812712,33230428.3008943,610496881.555158,92803211.2048434,49149293.8136551,219464626.250241,253242088.936491,97116705.5713729,4750584329.38874,192482815.911379,116842411.736838,2878034212.47813,32431733.1589147,42323338.7973051,338607666.704349,103356523.795225,34186819.2129109,1876797245.43526,23182136.6495085,26691523.3644774,419067424.090255,308398106.448991,257750154.93432,2465479242.24177,289358637.719552,195223459.722287,4046922881.57492,1247043183.33528,521734717.685988,11964266300.8698,908399860.451842,167597644.913275,5836720300.40597,401867552.404458,107163175.985182,2652168772.22653,125126908.928568,29045010.4490922,946793540.914877,1044217014.557,348571019.785613,5672007211.78017,449907964.599376,193586399.253081,6442854573.7288,323910024.624235,180365176.115136,4548026654.57354,7832.17448930047,8376.1670554939,1.47675898442674,12.2337124028664,0.555743405482541,4.87545502997708,13.8607446149859,600287.888791838,439461.134556343,7318216.79945912,403961.546304981,7.40487657537288,21.4270548251727,16.4966669846149,202.224792463755,25.9199157161999,0.0576071911324271,0.0532412175878294,0.328054512526113,0.0165934669211402,5.29594043530859,-0.0293302802844025,1.65010665326811,2.96479311031273,0,334.000081782767,524.748949242999,3757.82292034229,218.87128901483,55271.2777934418,37903.2470979917,553708.987013662,66049.2276537833,1.10965494811849,0.210084293251349,0.328593998246755,0.111277326519354,2.44920502122437,0.316612786588676,1.05835224905951,1.69788503825761,1.08288971075128,1.11075717560771,1.32493121041288,2.23243482403247,0.722672989586773,0.154462527857019,1.39280428034209,0.171277959935322,0.234873786882852,0.431168175685166,1.22050869069931,0.143660197123709,0.107944672366864,0.952060317203075,0.29700624037635,0.176990685706388,0.710856926426945,0.0888646833564792,0.0749880515836037,1.21294684897844,2.07756801636567,0.171188526032633,0.129763222861289,1.78366876778679,0.204009523676816,0.0387885020496114,0.0625938698206345,0.184605056062988,0.0757454101697534,3.7532918630424,1.05159405572008,14.7704262065149,6.64832977605189,-1.48859002250958,0.0111775827874038,-0.0594965938707139,130.734666595316,530.293670703116,14.0974269761511,12.7484618966517,-2.30148300448359,199.354726241607,5.99257464165429,142.23505839689,253.510432143785,0.769364858897828,-0.221612908654129,62.9343356817018,0.126800610655992,43.8119794923119,121.518130603336,17.897063898322,-5.32755650444396,13.9526542209459
"P025",551098923.548457,356809519.804806,5575311477.44425,638162991.332397,284213247.376828,14501795334.8036,873556571.461461,620653741.283793,8136500410.64127,1034986823.89707,263792732.331363,4925601272.37032,806790588.599516,221235359.190281,4320990239.20974,1146776401.66236,208516406.505738,7123754390.97913,710468012.287329,201354944.759207,10425553590.1057,1233388683.08824,226456994.262294,9439541310.55123,632889366.637294,199717136.018406,11640366007.3954,627586008.018051,245510694.20842,6160848555.46712,986443945.87455,231719172.585533,5643191475.39556,672585580.698706,308292377.972676,7945298153.27509,858471217.591787,307858611.847818,8197524988.79127,583318964.256967,141203203.393296,12084672395.179,795176434.500516,469195903.727623,12962445818.4567,702842305.692128,348312024.005339,6204350239.95195,786131609.027945,380339447.920654,6614609219.22103,7734.87756294825,12683.2230882307,1.06726316515163,4.78800279744976,0.554711919572115,7.57173595397391,9.03066157744788,518071.516034634,321824.014303708,2940826.00947089,321370.034693725,6.99308755683175,12.3742758430936,8.97259329639916,204.913286037505,13.6627167452449,0.0670703405683118,0.112321022025486,0.391934278743865,0.0232254073897243,4.93633462166327,-0.0400145502800247,1.13589840662623,2.91049087329166,0,209.392281484345,476.908449705499,4912.07759415614,71.621504099055,37970.6284641852,56306.9794106311,584257.909476794,32013.9796236752,0.843618597866956,0.390767694574842,3.43463727544146,0.182563243865131,2.07242592160077,0.558371092699273,2.1815363238683,2.35301269765409,0.793645759525893,1.62771505519283,0.693680374592436,0.737561142662007,1.05928427459464,2.03768457431751,0.538086169583434,1.49099560761094,0.286257387410093,0.656644469614789,0.202110152118542,1.77074467308326,0.422314005141413,0.842879938971514,1.39422439382269,0.358882398750196,2.49300306933419,0.107724143730068,0.618223082324657,0.109411733422025,0.285561284504651,0.777533677848286,1.53786878172284,0.212937266165136,1.66423447849142,0.433183515164951,0.108934571185749,1.22951773251628,0.13831219465008,1.0762783091562,0.316845179636597,2.00786165088177,1.05258577909085,2.43066434903307,-0.531080834426294,0.0213915083667084,233.087585101821,1893.93595676532,5.45133975766518,31.1214006154141,-0.792430093872966,138.941898355613,28.725078604675,303.235853277411,190.268444337871,1.54047827728206,3.3162214531642,63.5830913903397,0.528062594068405,45.2706479431781,53.2601434734214,-0.712729638191142,-1.76565387875215,26.9775245935491
"P026",49735917202.2149,19757877334.888,1153008916973.21,24820004730.5215,19839833399.9918,183625746024.165,35015414866.6831,15023801798.7757,369071840894.471,19477453470.0549,7278298575.20334,592614797658.803,24558879512.8358,12240252596.9043,46918646207.9545,26925178251.3589,12806367186.1355,893664727646.567,17708018811.9114,16808290609.7949,916188702221.406,30768771936.4509,14198186817.481,565854073982.132,32965380747.7428,20435095449.7897,490469744472.135,42219293256.3938,12695829960.7167,816733065708.604,21367078609.2203,11785076759.1767,738912439222.94,113052272290.806,34276767216.4131,801171988405.209,23502284771.5432,19195380377.1046,595063942685.581,24929390470.2572,20172882718.8147,649770165135.518,217291346094.558,37296658630.4974,326109278385.21,22568232252.9546,15254286752.3693,970296549412.67,37741590017.684,16820311181.5786,645826766425.509,5714.17568576519,8183.17042647311,1.9060146362788,4.41968316265079,0.590983719198154,10.142600575461,10.0057050677994,555718.104927492,754461.018482102,7545067.72421794,385998.650951228,14.6783241984263,40.8732389821892,14.8643724171299,175.405616829775,44.1962347483553,0.0788352213194864,0.12508918329138,0.463355318462463,0.0167898392342615,2.44470300527269,0.162643160694994,1.05169374705238,2.82658483068847,0,226.428929911274,368.978721153101,3239.32555582866,52.9710817669313,36720.9855157059,38190.0389151322,564500.350428819,41881.2925966617,1.26549380640278,0.431176254434389,1.30215311591108,0.0531648305888958,1.31421827759782,1.15018324264726,1.59452842051226,2.1216306326805,2.22150259635344,0.805210953499927,0.605913005178492,0.954619657530336,0.722486492879102,1.41304840831517,0.93194344687679,0.380405620233967,0.657478897702363,1.28993494083722,0.747827859092787,0.801902501161535,0.603718287846507,0.578910961049819,1.2195010586625,0.330761516431026,1.44523099022017,0.231928385143554,0.097203392002857,0.147219033529655,0.656204996108943,0.812822823890414,0.557321875834807,0.326057006194181,0.755936595097393,0.169834677716269,0.535319345140412,1.42758535803176,0.274953697939728,1.13899071320731,0.273548057493628,1.69342526159193,0.672620491740513,-1.40680302569285,0.575479119794908,0.0124087065101354,204.478335190797,1392.97687381463,20.9640443737454,23.6176788671932,-0.859365209478574,113.107260765811,9.98589930164239,180.10891917175,154.758810958138,0.95319290969572,-0.0398817800946725,62.2215171556473,3.59157210548217,66.8591977906693,104.098104980388,-2.08910916984884,-0.784804836411297,14.5287738146199
"P027",11556492.8081914,11178700.2270064,37876866.027895,1181489052.5545,238880943.168284,17384422932.9765,244725672.318543,204081361.720327,692685558.082596,56926061.7536359,42819011.5524192,189276382.312975,170761357.642229,179112379.031443,2598707192.51557,99191948.8583474,73249022.6609131,334108592.845791,102195546.449106,99272823.4810469,176269014.195541,202161801.192296,121510549.456796,1446088008.76674,55259707.4660856,52419742.3638405,516734987.081103,21359532.5280856,11256274.8920462,149426847.698978,1036643902.34382,246823212.490304,9890936413.84468,462902903.738758,140376664.160283,11504065231.4725,285261747.182239,81391394.7165068,1932991143.17167,96521969.6429158,19360330.3579808,848136841.103336,237564398.177596,248297541.378509,2197580105.69789,205120266.632819,103521242.48024,739798667.925707,211690670.271098,115999790.216252,1990494690.89939,6522.56916058373,14906.3312033818,0.994302379905231,9.16152028159127,0.553000866890084,6.2569116401914,6.16725089790422,505124.175384755,317591.777563634,2562825.50924129,394112.321439976,7.06488950075302,21.8785581400979,22.7513105040271,581.954937981193,23.6173949998919,0.0885086973559395,0.108856927169025,0.283069568857381,0.0274436039986509,2.49361399106065,-0.216623774626477,1.60138181425856,2.51078654927564,0,87.0755720991473,335.104971668158,8379.02542230754,99.5441157360684,57984.1630968785,84647.4607982972,549609.992910156,30432.9243074855,1.36495784006585,0.299155915846969,2.29217365040677,0.224203432100658,1.07999437778984,1.47581788475289,0.234845908178429,2.29345315465144,0.134530691701542,1.71207436693644,0.145831383675074,4.55658583747253,0.633390800043586,3.16426599438289,0.366364081664247,2.28492294805321,0.281957295675303,1.82904873658882,0.228688314003367,1.09660325716689,0.274568037716444,1.41368392465816,1.27194223104883,0.0858906624403687,1.5116640530902,0.0742467359418676,0.676346010222543,0.0851295564400359,2.42418400308712,0.333041880087408,1.52454817222896,0.107959259635836,0.491875560686072,0.201971557713729,0.0562385044224455,3.3856031512756,0.317580866460059,4.78891583409572,4.17965609131435,17.6398083964131,3.86668553347577,1.3437707120239,3.63061464644592,0.0984201010263111,126.16417473237,1551.1572972655,11.7665776037274,50.1251199668853,0.133719199287901,152.675300610259,55.1057129069831,332.209695104875,187.13295451083,-0.403360679444615,0.783903776986405,62.8770536820351,6.02781607835756,91.01819135952,66.9185488989239,-3.65162640626036,0.0300764848535912,9.75486058781863
"P028",483038299.651346,115856575.615934,2612334362.27303,111295694.798767,57215306.7665756,526065522.657346,43325737.247324,42410817.5208728,620458424.638028,690900084.260295,150520042.706024,10279278825.9036,1106273264.24928,252102094.151636,11994885761.9934,63582658.3670959,71380939.5181314,120270825.675451,94552866.085389,123139346.009061,222305387.255788,75888448.6015652,55797719.0939248,215869835.113237,197445270.045833,30610700.0890629,1921556051.54279,907913475.820221,232524817.387976,8142904943.32699,58899800.1020415,41667277.9122471,578859545.953481,52285122.96411,47590062.8637705,487698693.992732,422268298.103068,87204819.951766,3971840568.68533,27045523.0448502,39903526.473277,258479966.619366,773828124.172459,219677887.963939,11406139393.3039,1018977995.02233,294508869.614178,13492401049.0576,1038797770.65914,261502976.79614,6229921713.36428,5110.38226194753,19666.3971469525,0.733486088544123,9.24728535555571,0.788896873486396,5.56010290730134,11.3636391883952,246451.596247588,258753.299096675,4272470.39969528,372246.798554069,8.96370205277983,64.454153559067,37.3488282050752,344.253411085483,30.7660699525027,0.0805584061031246,0.0734192645570201,0.353002065533474,0.0472770599763514,4.95391527858744,0.383525377154996,1.27881754693221,2.01572901904759,0,105.979507583766,195.225193337447,3406.54038216953,60.8372834453034,57735.6652349345,87597.9706785246,480428.315899707,36828.2470445391,1.31574631763313,0.297162961454488,1.35475321369656,1.07780444554534,0.941567033346396,1.06026218952417,0.972424169973223,0.430857239667888,0.947693541013895,0.293131109513328,0.765409398496616,2.28834295508783,0.755247813314133,2.30212355611288,0.27742629251233,1.14134312179496,0.255069448614428,1.56282402779311,1.09737870471727,0.250418287650476,2.44171783699097,0.226196182836192,0.462629961438662,0.350381914174138,1.92646827435871,0.348391729656427,0.0811831963028601,0.322607995183243,1.79158059594481,0.647141284686165,1.79245105863918,0.157268345779895,1.83242046647133,0.180826038129138,0.558079859256981,0.757668222887196,0.349525134508711,1.41542896845405,1.00265986428549,3.08450745039467,0.433695128747241,1.89315017327117,1.67802354634559,-0.0287762466425675,157.403103245354,2375.90014991305,1.33451056744034,35.9245365616882,-0.595024593755876,170.08865023872,23.2912325350446,270.099943758006,137.969313242321,-0.926935426458471,0.0233907433531851,79.9916386925386,0.481658011008215,97.0520558031845,82.2039276888915,-1.92161206510048,-1.144557705434,9.10267133143856
"P029",1116167746.23163,282962560.433821,8541755147.76793,1105141324.30163,299849003.571097,11014978093.7267,979092350.177672,172566697.856746,8705573318.38873,865422630.933882,294818359.111673,10997957639.0177,994647078.544858,233904105.965221,17010113327.0234,1473731583.39565,344498444.61945,7009042096.20799,1449666884.09393,372664184.877312,13999423042.1374,855725960.41998,477935632.056779,5983702518.26457,1039273415.58939,217820372.370021,16979793082.2809,551551438.164969,441411790.550877,2505491879.71696,1132343211.03369,227903897.488639,9906334989.45435,1167750486.88874,284983371.660628,7243380567.74384,350622678.878609,297490485.174775,2974003094.9901,385791086.141876,309962796.323135,3460081236.39615,1132621952.77581,369669941.629434,7749603665.90899,1144694135.7631,596728612.033743,7984478687.57806,736299865.462204,192718899.617278,4948782123.29995,7826.02806698189,3919.40759333186,1.65131488984384,8.58447119903984,0.590990617591219,8.88473744551809,12.1407325910615,713746.308483879,314078.851947533,2149661.61769942,454216.512638558,6.28545970699405,24.8108038789587,3.75150861935429,77.7513903754347,15.9607142767544,0.0988649645066044,0.157687358468486,0.284492554209684,0.0172461017235632,3.74383632672996,-0.157133890829099,1.45444852124526,3.4341058103463,0,174.968122926755,411.227377407714,4474.34200570768,157.167637791353,45292.749121377,65070.1355391654,278613.674224073,37803.6577492432,1.81461589337205,0.27096646186749,7.25316085383065,0.564609046174408,0.0915361387687329,0.149538701526902,0.324827025037832,2.07136503908646,2.57497782040527,0.324984962755482,0.177428758440298,0.710066403075141,0.693157534670471,0.453399168399893,3.22789753299345,0.202104788046755,0.397187357180635,0.167563171588977,1.01860051789884,3.31337480869811,3.09554934708556,0.110337949457484,0.105333763154943,0.15340571476628,1.51540428869378,1.7083112722423,0.121378136866264,0.0935227900762927,1.3869976991705,2.5259352259437,0.220598549653062,1.4239869201114,0.306633418185783,0.0904729457015882,0.0486374586403915,0.457146806984117,0.364071392450265,0.52564998652256,0.237697160293757,1.6690720440078,0.511954374399125,-1.57594063506483,1.51756456319532,0.0791121969742266,186.45252896788,3303.01300338925,0.957147765274527,123.642978492962,-1.24308546301984,169.318692313146,21.0976983600002,155.854281104375,178.505819347186,-0.591555979022101,1.04767441556913,91.3587489768746,0.539025374070034,55.1466701049332,70.0969462554311,-4.68190640668717,-0.317545601527674,16.3846085635914
"P030",922676343.836311,243617777.712042,9802170947.33105,857273838.158553,268286063.890408,10796805991.0162,928264407.800464,182654285.450111,7762810915.39768,895883545.185539,179620489.306069,11550608795.6304,737443112.76058,141195573.286441,13786243282.9863,1096578579.70234,319012781.744745,10515136706.9104,1099099459.71846,194316554.437222,12663576730.7208,1085808791.99459,299022431.744889,11337652872.2236,168633256.683393,57653164.9032777,2819722661.69256,339400962.055165,85316043.2272352,5126226752.19364,1555032391.76899,291983576.088655,17678168545.4227,259256389.780723,283403718.522019,1740077568.1092,562700229.920271,194503293.346112,4575629697.71241,829439030.473148,295324831.121361,4912202991.14903,1090320171.58936,354187766.940078,6587629346.24493,127484689.571387,53094751.8077888,570916401.817661,1187881614.66664,275372854.231128,7808170781.82597,7280.24641390015,8783.01190282963,2.79065079308224,13.0562329919484,1.10679152264447,10.4010848596104,16.6826653677944,492813.39359913,268906.850586935,4292254.59634019,296848.010300204,9.86972383573941,16.6710286050426,7.81224590441033,119.114714540818,31.0817377862221,0.0494940806194666,0.0457926776930298,0.574349052810858,0.0171482218516917,5.64644610133856,-0.0858702655468191,0.774091675683958,2.28186641757285,-0.0273158000774932,161.381125156422,690.599755340281,8215.77538950513,131.786118404651,30425.7342372817,52869.9015792542,459169.388059602,44644.2676220411,0.661725459496494,0.129832236802275,2.16617482390356,0.0785792333832765,2.12969493061353,0.311742754404517,0.260049113742374,4.04797339139989,2.02026710788045,1.54491927176789,0.184059129088624,0.254555892958245,1.47980161537535,3.44946439617721,1.93583656885095,0.906952547479706,0.391550724667614,1.74670945350701,1.17273352922685,0.481425415742263,0.157963894588139,1.16781843116203,1.92270456782011,0.056975522555652,1.62518789164413,0.0154390213022274,0.150001574527179,0.0291579148122975,0.0248397362029195,1.43862722056353,1.43345388307183,0.159144907673386,1.83373381256909,0.136992773016929,2.99534727472599,0.424818429489558,1.46993744316972,0.0480935014516131,0.0301389324219777,0.22664462676158,0.0792040665305502,0.302358476833072,-2.08357488742934,-0.00986723363253213,40.8352745756593,522.812893645021,3.23316340704701,363.094397598679,-7.26856207223391,125.19708849195,5.01728436071383,179.361222573825,146.571798312141,0.678319361120078,-1.66346967963865,78.964402877451,2.84583822801883,69.9858191759118,70.83507975888,-2.47945612511506,0.926565946583054,27.1926818986946
